Sr. No.,DC No.,DC Date,Branch,BCCD Name,Product Description,Product Sr. No.,Date of Purchase,Complaint No.,Part Code,Defect,Visiting Tech Name,Mfg Month/Year,Repair Date,"Defect Age (Years, Months, Days)",PCB Sr. No.,RF Observation,Testing,Failure,Analysis,Component Consumption,Status,Send Date,Engg. Name,Tag Entry By,Consumption Entry
1141,RC2527000784,,NA  ,GURUKRUPA ELECRICAL,MAIN PCB IRX 220F INFRARED COOKTOP,N304022595995,NA ,2945277,971039,NA ,AG ,2025-02-01 00:00:00,2025-11-11 00:00:00,"0 years, 9 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,VS,NileshK,AmitG
1148,RC2527000784,,PATAN,JAANVI ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304122490248,2025-01-02 00:00:00,2502325502,971039,Dead,RAVI KR ,2025-04-01 00:00:00,2026-01-06 00:00:00,"0 years, 9 months",NA,NA,Fail,Not Working,U1/F1 FAULTY,U1/F1,OK,,SW,NileshK,AmitG
1181,RC2527000784,,RAIPUR,MAA DURGA SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304042438745,NA ,RAIR0807250269127,971039,NA ,VIJAY KUMAR SAHU,2025-02-01 00:00:00,2025-11-12 00:00:00,"0 years, 9 months",NA,NA,Fail,Not Working,EC1/U1/R9 FAULTY,EC1/U1/R9,OK,,SW,NileshK,AmitG
1190,RC2527000784,,NA  ,JAANVI ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304112439223,22/02/2025,NA ,971039,Dead,SHAMBHU KR ,2025-01-01 00:00:00,2025-10-11 00:00:00,"0 years, 9 months",NA, NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,AD,NileshK,AmitG
1195,RC2527000784,,PATAN,JAANVI ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304012529237,21/03/2025,2502429082,971039,Dead,SHAMBHU KR ,2025-01-05 00:00:00,2025-10-11 00:00:00,"0 years, 9 months",NA,NA,Fail,Not Working,F1 FAULTY,F1,OK,,SW,NileshK,AmitG
1210,RC2527000784,,BBSR,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,N304112454967,27/02/2025,CUTK07082502969582,971039,Dead,NA ,2025-04-01 00:00:00,2026-01-06 00:00:00,"0 years, 9 months",NA,NA,Pass,Found OK,NA,,NFF,,VS,NileshK,AmitG
1215,RC2527000784,,NAGPUR,GAURAV ELECTRONIC,MAIN PCB IRX 220F INFRARED COOKTOP,N304102305486,2024-08-08 00:00:00,RAIR12062502402122,971039,NOT WORKING,YOGENDRA ,2024-11-01 00:00:00,2025-08-11 00:00:00,"0 years, 9 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,AD,NileshK,AmitG
1247,RC2527000784,,NOIDA,YAM ENTERPRICES,MAIN PCB IRX 220F INFRARED COOKTOP,N304022495705,NA,DEL205062502342038,971039,NOT WORKING,NA,2025-01-02 00:00:00,2025-10-11 00:00:00,"0 years, 9 months",NA,NA,Fail,Not Working,EC1/VR1/VR2 FAULTY,EC1/VR1/VR2,OK,,AD,NileshK,AmitG
1253,RC2527000784,,MOTIHARI,ELECTRO SUPREME SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,NA,22/12/2024,21062502503902,971039,NOT WORKING,VIKKY KUMAR ,2025-03-01 00:00:00,2025-12-11 00:00:00,"0 years, 9 months",NA,NA,Fail,Not Working,IC1 FAULTY,IC1,OK,,VS,NileshK,AmitG
1259,RC2527000784,,RANCHI,NK ELECTRICAL,MAIN PCB IRX 220F INFRARED COOKTOP,N304022514082,21/04/2025,RANI14062502431186,971039,Dead,NA,2025-01-01 00:00:00,2025-10-11 00:00:00,"0 years, 9 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,AD,NileshK,AmitG
1270,RC2527000784,,PATAN ,JAANVI ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304022582831,NA,NA ,971039,Dead,RAJU KR ,2025-04-01 00:00:00,2026-01-06 00:00:00,"0 years, 9 months",NA,NA,Pass,Found OK,NA,,NFF,,AD,NileshK,AmitG
1274,RC2527000784,,NA  ,AMBE ENTERPRISES ,MAIN PCB IRX 220F INFRARED COOKTOP,N3040224032879,2024-04-06 00:00:00,CUTK31052502291522,971039,Dead,NA ,2025-04-01 00:00:00,2026-01-06 00:00:00,"0 years, 9 months",NA,NA,Pass,Found OK,NA,,NFF,,VS,NileshK,AmitG
1295,RC2527000784,,AURANGABAD,CHETAN ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N30402258229,NA ,NA ,971039,NA ,SHATRUGHAN PATHARE ,2025-01-01 00:00:00,2025-10-11 00:00:00,"0 years, 9 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,SW,NileshK,AmitG
1298,RC2527000784,,INDORE,BADONIYA SALES,MAIN PCB IRX 220F INFRARED COOKTOP,N304122412728,NA,2502715957,971039,Dead,NA ,2024-11-01 00:00:00,2025-08-11 00:00:00,"0 years, 9 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,AD,NileshK,AmitG
1304,RC2527000784,,RANCHI,NK ELECTRICAL,MAIN PCB IRX 220F INFRARED COOKTOP,N304102412145,2025-12-02 00:00:00,RANI3062502417947,971039,Dead,NA ,2025-02-01 00:00:00,15-11-2025,"0 years, 9 months",NA,NA,Fail,Not Working,IC1 FAULTY,IC1,OK,,SW,NileshK,AmitG
1319,RC2527000784,,BHADRAK,ELECTRO CARE,MAIN PCB IRX 220F INFRARED COOKTOP,N304122468033,28/04/2025,2502679179,971039,NA ,GOPINATH ,2024-11-01 00:00:00,2025-08-11 00:00:00,"0 years, 9 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,AD,NileshK,AmitG
1361,RC2527000784,,NAGPUR,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,N304032402989,NA ,NA ,971039,NA ,NA,2025-02-01 00:00:00,2025-11-08 00:00:00,"0 years, 9 months",NA,NA,Fail,Not Working,EC1/IC1 FAULTY,EC1/IC1,OK,,AD,NileshK,AmitG
1363,RC2527000784,,BBSR ,SRIRAM TRADERS ,MAIN PCB IRX 220F INFRARED COOKTOP,N304052451701,23/09/2024,BHUR27072502875189,971039,NA ,NA,2024-11-01 00:00:00,2025-08-11 00:00:00,"0 years, 9 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,AD,NileshK,AmitG
1402,RC2527000784,,MOTIHARI,ELECTRO SPARK,MAIN PCB IRX 220F INFRARED COOKTOP,55743,2025-08-01 00:00:00,4072502644542,971039,NOT WORKING,CHHOTAN ,2024-11-01 00:00:00,2025-08-11 00:00:00,"0 years, 9 months",NA,NA,Fail,Not Working,EC1/R2 FAULTY,EC1/R2,OK,,AD,NileshK,AmitG
1424,RC2527000784,,RAIPUR,DK ELECTRICALS ,MAIN PCB IRX 220F INFRARED COOKTOP,N304022500537,29/06/2025,RAIR02072502625390,971039,Dead,ASHOK ,2025-02-01 00:00:00,2025-11-12 00:00:00,"0 years, 9 months",NA,NA,Fail,Not Working,U1/Q1/R2/VR1 FAULTY,U1/Q1/R2/VR1,OK,,SW,NileshK,AmitG
1436,RC2527000784,,NAGPUR,BHAVESH ELECTRICAL,MAIN PCB IRX 220F INFRARED COOKTOP,N3040424019742,2024-02-09 00:00:00,RAIR01062502297050,971039,NOT WORKING,SHRAWAN ,2025-04-01 00:00:00,2026-01-06 00:00:00,"0 years, 9 months",NA,NA,Pass,Found OK,NA,,NFF,,VS,NileshK,AmitG
1492,RC2527000784,,PATNA,ATDS SERVICES,MAIN PCB IRX 220F INFRARED COOKTOP,N304012446488,24/08/2024,PATA25062502551696,971039,Dead,RAJU KUMAR ,2024-11-01 00:00:00,2025-08-11 00:00:00,"0 years, 9 months",NA,NA,Fail,Not Working,EC1/R1/IC1 FAULTY,EC1/R1/IC1,OK,,AD,NileshK,AmitG
56,RC2527000784,,NA  ,NA  ,MAIN PCB IRX 220F INFRARED COOKTOP,NA,NA,NA,971039,NA,NA,2025-04-01 00:00:00,2025-12-11 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,SW,NileshK,AmitG
125,RC2527000784,,LUCKNOW,CHITRA ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304032413172,2025-07-09 00:00:00,LUCW07092503224882,971039,NOT WORKING,RAHUL,2024-12-01 00:00:00,2025-08-11 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,PCB_LUG FAULTY,PCB_LUG,OK,,AD,NileshK,AmitG
195,RC2527000784,,GORAKHPUR,ANURAG MULTI SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304122469680,18/05/2025,GORR808250301430,971039,Dead,MANOJ VERMA ,2024-12-01 00:00:00,2025-08-11 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,VR1/VR2 FAULTY,VR1/VR2,OK,,AD,NileshK,AmitG
222,RC2527000784,,VARANASI,COMPUTECH,MAIN PCB IRX 220F INFRARED COOKTOP,N304122490946,NA,VARI28082503142907,971039,Dead,SANDEEP GUPTA ,2025-02-01 00:00:00,2025-10-11 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,VR1/VR2/CX1/R9 FAULTY,VR1/VR2/CX1/R9,OK,,SW,NileshK,AmitG
246,RC2527000784,,LUCKNOW,SHIVA ELECTRICAL,MAIN PCB IRX 220F INFRARED COOKTOP,N304122494183,NA,LUCW29082503147916,971039,NOT WORKING,SATISH CHANDRA MISHRA,2025-03-01 00:00:00,2025-11-10 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,IC1 FAULTY,IC1,OK,,SW,NileshK,AmitG
274,RC2527000784,,LUCKNOW,CHITRA ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304012452896,2025-04-09 00:00:00,LUCW04092503200795,971039,NOT WORKING,CHANDRA SEKHAR ,2024-12-01 00:00:00,2025-08-11 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,R2 FAULTY,R2,OK,,AD,NileshK,AmitG
349,RC2527000784,,NASHIK,MORYA SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304082482753,18/10/2024,2502943714,971039,NOT WORKING,NA,2025-04-01 00:00:00,2025-12-11 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,IC1/EC1 FAULTY,IC1/EC1,OK,,SW,NileshK,AmitG
362,RC2527000784,,RAIPUR,MAA DURGA SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304042434124,NA,RAIR14062502428954,971039,NOT WORKING,DOLA KUMAR SAHU,2025-03-01 00:00:00,2025-11-10 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,SW,NileshK,AmitG
383,RC2527000784,,PATNA,DIPALI ELECTRCAL ,MAIN PCB IRX 220F INFRARED COOKTOP,NA,NA,PATA16072502771172,971039,NOT WORKING,NA,2025-04-01 00:00:00,2025-12-11 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,EC1/EC4/L1/Q1/BZ FAULTY,EC1/EC4/L1/Q1/BZ,OK,,SW,NileshK,AmitG
410,RC2527000784,,NA  ,RAJ ELECTRICAL,MAIN PCB IRX 220F INFRARED COOKTOP,N304022499000,24/03/2025,RANI11062502398727,971039,Dead,ARUN,2024-12-01 00:00:00,2025-08-11 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,PCB_LUG FAULTY,PCB_LUG,OK,,SW,NileshK,AmitG
415,RC2527000784,,NA  ,NA  ,MAIN PCB IRX 220F INFRARED COOKTOP,NA ,NA,NA,971039,NA,NA,2024-12-01 00:00:00,2025-08-11 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,EC1/PCB_LUG FAULTY,EC1/PCB_LUG,OK,,SW,NileshK,AmitG
423,RC2527000784,,LUCKNOW,ADHERAJ SERVICES,MAIN PCB IRX 220F INFRARED COOKTOP,N304112452773,NA,LUCW13072502741757,971039,Dead,NA,2025-04-01 00:00:00,2025-12-11 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,IC1 FAULTY,PCB_LUG,OK,,SW,NileshK,AmitG
424,RC2527000784,,JABALPUR,PAWAR TRADERS,MAIN PCB IRX 220F INFRARED COOKTOP,N304122474201,2025-03-02 00:00:00,JABR06082502964326,971039,NOT WORKING,KALIRAM YADAV ,2024-12-01 00:00:00,2025-08-11 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,EC1/VR1/VR2 FAULTY,EC1/VR1/VR2,OK,,AD,NileshK,AmitG
439,RC2527000784,,RAIPUR,NA  ,MAIN PCB IRX 220F INFRARED COOKTOP,N304042540088,NA,NA,971039,NOT WORKING,NA,2025-05-01 00:00:00,2026-01-06 00:00:00,"0 years, 8 months",NA,NA,Pass,Found OK,NA,,NFF,,AD,NileshK,AmitG
470,RC2527000784,,JABALPUR,PAWAR TRADERS,MAIN PCB IRX 220F INFRARED COOKTOP,N304122498743,2025-01-06 00:00:00,JABR16032503036508,971039,NOT WORKING,RAJA RAUT ,2024-12-01 00:00:00,2025-08-11 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,VR2/EC1 FAULTY,VR2/EC1,OK,,AD,NileshK,AmitG
483,RC2527000784,,INDORE ,MAA PITAMBRA ENTERPRISE,MAIN PCB IRX 220F INFRARED COOKTOP,N304042558895,NA,2910916,971039,Dead,RAJENDRA,2025-03-01 00:00:00,17-11-2025,"0 years, 8 months",NA,NA,Fail,Not Working,EC1/EC4/IC1 FAULTY,EC1/EC4/IC1,OK,,AD,NileshK,AmitG
492,RC2527000784,,INDORE,NADIRA ,MAIN PCB IRX 220F INFRARED COOKTOP,N30402278283,NA,NA,971039,NA,PALLAV ,2024-12-01 00:00:00,2025-08-11 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,AD,NileshK,AmitG
539,RC2527000784,,JABALPUR,DK TRADERS,MAIN PCB IRX 220F INFRARED COOKTOP,N304122479267,20/01/2025,72502888549,971039,NA,ABHISHEK PATEL ,2024-12-01 00:00:00,2025-08-11 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,VR1/VR2/EC1 FAULTY,VR1/VR2/EC1,OK,,AD,NileshK,AmitG
669,RC2527000784,,INDORE,BADONIYA SALES,MAIN PCB IRX 220F INFRARED COOKTOP,N304012515181,NA,2502652596,971039,Dead,NA,2025-05-01 00:00:00,2026-01-06 00:00:00,"0 years, 8 months",NA,NA,Pass,Found OK,NA ,,NFF,,SW,NileshK,AmitG
690,RC2527000784,,NAGPUR,GAURAV ELECTRONIC,MAIN PCB IRX 220F INFRARED COOKTOP,N304012549277,25/06/2025,RAIR15072502767906,971039,NOT WORKING,YOGENDRA,2025-05-01 00:00:00,2026-01-06 00:00:00,"0 years, 8 months",NA,NA,Pass,Found OK,NA,,NFF,,VS,NileshK,AmitG
733,RC2527000784,,RANCHI,NK ELECTRICAL,MAIN PCB IRX 220F INFRARED COOKTOP,N304122469547,22/04/2025,RANI101062502297537,971039,Dead,NA,2025-04-01 00:00:00,2025-12-11 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,EC4 FAULTY,EC4,OK,,SW,NileshK,AmitG
761,RC2527000784,,LUCKNOW,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,NA,NA,NA,971039,NA,NA,2025-05-01 00:00:00,2026-01-06 00:00:00,"0 years, 8 months",NA,NA,Pass,Found OK,NA,,NFF,,SW,NileshK,AmitG
785,RC2527000784,,RAIPUR,BASANT SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304042425270,30/04/2024,RAIR21072502818678,971039,Dead,SANJAY KEWAT ,2025-04-01 00:00:00,2025-12-11 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,IC1/PCB_LUG FAULTY,IC1/PCB_LUG,OK,,SW,NileshK,AmitG
807,RC2527000784,,INDORE,AMNAN ELETRICAL DAMOH,MAIN PCB IRX 220F INFRARED COOKTOP,N304112464311,NA,2549133,971039,Dead,BAFATI SHAH ,2025-03-01 00:00:00,2025-11-12 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,PCB_LUG FAULTY,PCB_LUG,OK,,VS,NileshK,AmitG
932,RC2527000784,,PATAN ,JAANVI ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304112428048,NA ,2502723143,971039,Dead,SHAMBHU KR ,2025-05-01 00:00:00,2026-01-06 00:00:00,"0 years, 8 months",NA,NA,Pass,Found OK,NA,,NFF,,SW,NileshK,AmitG
933,RC2527000784,,INDORE,AMAN ELECTRICAL,MAIN PCB IRX 220F INFRARED COOKTOP,N304122475972,NA ,2697027,971039,Dead,BAFATI SHAH ,2024-12-01 00:00:00,2025-08-11 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,AD,NileshK,AmitG
1052,RC2527000784,,PATAN,JAANVI ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N30452451001,24/02/2025,2502937286,971039,NOT WORKING,PRALHAD KR ,2025-04-01 00:00:00,2025-12-11 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,VR1/VR2/CX1/F1 FAULTY,VR1/VR2/CX1/F1,OK,,SW,NileshK,AmitG
1142,RC2527000784,,NA  ,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,N304122480832,2025-11-03 00:00:00,BHOL14062502425234,971039,Dead,NA ,2025-05-01 00:00:00,2026-01-06 00:00:00,"0 years, 8 months",NA,NA,Pass,Found OK,NA,,NFF,,VS,NileshK,AmitG
1202,RC2527000784,,INDORE,MPE,MAIN PCB IRX 220F INFRARED COOKTOP,N30412242188,2025-01-04 00:00:00,2327912,971039,Dead,HARIOM ,2024-12-01 00:00:00,2025-08-11 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,EC1/L1 FAULTY,EC1/L1,OK,,AD,NileshK,AmitG
1233,RC2527000784,,PATNA,CHANDA ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304012521507,13/03/2025,2542345,971039,Dead,SOURABH ,2025-04-01 00:00:00,2025-12-11 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,IC1 FAULTY,IC1,OK,,VS,NileshK,AmitG
1246,RC2527000784,,PATNA,E SHOP,MAIN PCB IRX 220F INFRARED COOKTOP,NA ,NA,RANI0900502706046,971039,Dead,NA ,2025-05-01 00:00:00,2026-01-06 00:00:00,"0 years, 8 months",NA,NA,Pass,Found OK,NA,,NFF,,AD,NileshK,AmitG
1252,RC2527000784,,AHMEDABAD,ARPAN TECHNICAL SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304122337917,NA,AHMD10062502383075,971039,Dead,BHVESH K LAL GORAKHIYA,2025-05-01 00:00:00,2026-01-06 00:00:00,"0 years, 8 months",NA,NA,Pass,Found OK,NA,,NFF,,VS,NileshK,AmitG
1254,RC2527000784,,NA  ,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,NA,NA,NA,971039,NA,NA,2025-05-01 00:00:00,2026-01-06 00:00:00,"0 years, 8 months",NA,NA,Pass,Found OK,NA,,NFF,,VS,NileshK,AmitG
1266,RC2527000784,,PATAN ,JAANVI ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304032410767,2025-05-07 00:00:00,2502661252,971039,Dead,HITESH KR ,2025-05-01 00:00:00,2026-01-06 00:00:00,"0 years, 8 months",NA,NA,Pass,Found OK,NA,,NFF,,VS,NileshK,AmitG
1317,RC2527000784,,RAIPUR,BASANT SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304102303505,28/10/2024,RAIR07072502675121,971039,NA ,CHHABI RAM ,2024-12-01 00:00:00,2025-08-11 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,R2/BZ FAULTY,R2/BZ,OK,,AD,NileshK,AmitG
1328,RC2527000784,,NA  ,JAANVI ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N30403244393,NA ,2502514938,971039,Dead,RAJU KR ,2024-12-01 00:00:00,2025-08-11 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,F1 FAULTY,F1,OK,,AD,NileshK,AmitG
1343,RC2527000784,,PATAN ,JAANVI ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304122492028,NA,2502453367,971039,Dead,VIKRAM KR ,2025-05-01 00:00:00,2026-01-06 00:00:00,"0 years, 8 months",NA,NA,Pass,Found OK,NA,,NFF,,VS,NileshK,AmitG
1357,RC2527000784,,BBSR,SANTOSHI ELCTRONIC,MAIN PCB IRX 220F INFRARED COOKTOP,X999072348107,31/05/2025,BHUR1507252765916,971039,Dead,CHANDAN ,2025-04-01 00:00:00,2025-12-11 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,EC1/T1/F1 FAULTY,EC1/T1/F1,OK,,VS,NileshK,AmitG
1369,RC2527000784,,PATAN ,JAANVI ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,NA,NA,2502520036,971039,Dead,SHAMBHU KR ,2025-05-01 00:00:00,2026-01-06 00:00:00,"0 years, 8 months",NA,NA,Pass,Found OK,NA ,,NFF,,VS,NileshK,AmitG
1400,RC2527000784,,NA  ,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,N3040524044215,2024-10-07 00:00:00,2502778340,971039,NA ,NA,2024-12-01 00:00:00,2025-08-11 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,F1 FAULTY,F1,OK,,AD,NileshK,AmitG
1408,RC2527000784,,NA  ,GURUKRUPA ELECRICAL SERVICES,MAIN PCB IRX 220F INFRARED COOKTOP,N304012514890,NA ,2722526,971039,NA ,NA,2025-05-01 00:00:00,2026-01-06 00:00:00,"0 years, 8 months",NA,NA,Pass,Found OK,NA,,NFF,,VS,NileshK,AmitG
1455,RC2527000784,,RAIPUR,AMAN ELECTRONICS,MAIN PCB IRX 220F INFRARED COOKTOP,N3041224178,13/07/2025,2743977,971039,Dead,DHANSHRAJ ,2024-12-01 00:00:00,2025-08-11 00:00:00,"0 years, 8 months",NA,NA,Fail,Not Working,IC1/R1 FAULTY,IC1/R1,OK,,AD,NileshK,AmitG
1496,RC2527000784,,RAIPUR,BASANT SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304022579310,23/03/2025,RAIR1507252767492,971039,NOT WORKING,SANJAY KEWAT ,2025-05-01 00:00:00,2026-01-06 00:00:00,"0 years, 8 months",NA,NA,Pass,Found OK,NA,,NFF,,AD,NileshK,AmitG
44,RC2527000784,,LUCKNOW,CHITRA ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304012541058,NA,LUCW29082503150318,971039,NOT WORKING,ASHISH SINGH,2025-05-01 00:00:00,2025-12-12 00:00:00,"0 years, 7 months",NA,NA,Fail,Not Working,EC3/R1 FAULTY,EC3/R1,OK,,SW,NileshK,AmitG
73,RC2527000784,,LUCKNOW,CHITRA ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304022569129,NA,LUCW30082503158980,971039,NOT WORKING,ASHISH SINGH ,2025-05-01 00:00:00,2025-12-11 00:00:00,"0 years, 7 months",NA,NA,Fail,Not Working,EC1/IC1/PCB_LUG FAULTY,EC1/IC1/PCB_LUG,OK,,VS,NileshK,AmitG
221,RC2527000784,,BAREILLY,SHIVAM TRADER,MAIN PCB IRX 220F INFRARED COOKTOP,N304122486857,20/07/2025,BARY03092503189225,971039,Dead,ISHANT,2025-01-01 00:00:00,2025-08-11 00:00:00,"0 years, 7 months",NA,NA,Fail,Not Working,R18 FAULTY,R18,OK,,AD,NileshK,AmitG
641,RC2527000784,,INDORE,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,N304032413141,29/06/2024,2502366407,971039,NA,NA,2025-01-01 00:00:00,2025-08-11 00:00:00,"0 years, 7 months",NA,NA,Fail,Not Working,VR1/VR2/PCB_LUG/EC1/F1/R1/CX1 FAULTY,VR1/VR2/PCB_LUG/EC1/F1/R1/CX1,OK,,AD,NileshK,AmitG
660,RC2527000784,,RAIPUR,BASANT SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304072454861,28/01/2025,RAIR01072502610881,971039,Dead,NA,2025-05-01 00:00:00,2025-12-11 00:00:00,"0 years, 7 months",NA,NA,Fail,Not Working,PCB_LUG FAULTY,PCB_LUG,OK,,SW,NileshK,AmitG
681,RC2527000784,,LUCKNOW,BK ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304122321243,2025-12-05 00:00:00,2802235,971039,Dead,ASHISH,2025-05-01 00:00:00,2025-12-11 00:00:00,"0 years, 7 months",NA,NA,Fail,Not Working,PCB_LUG FAULTY,PCB_LUG,OK,,SW,NileshK,AmitG
693,RC2527000784,,PATNA,NANDANI ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304012341733,2025-05-08 00:00:00,2502977809,971039,NA,NITESH ,2025-01-01 00:00:00,2025-08-11 00:00:00,"0 years, 7 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,AD,NileshK,AmitG
796,RC2527000784,,RANCHI,AJAY ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304022496276,2024-10-09 00:00:00,502911287,971039,NOT WORKING,NA,2025-05-01 00:00:00,2025-12-11 00:00:00,"0 years, 7 months",NA,NA,Fail,Not Working,IC1 FAULTY,IC1,OK,,SW,NileshK,AmitG
913,RC2527000784,,PATNA,CHANDA ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304022585355,18/03/2025,2541050,971039,Dead,SOURABH,2025-05-01 00:00:00,2025-12-11 00:00:00,"0 years, 7 months",NA,NA,Fail,Not Working,R1 FAULTY,R1,OK,,SW,NileshK,AmitG
922,RC2527000784,,RANCHI,SHYAM ELECTRIC W0RK SHOP,MAIN PCB IRX 220F INFRARED COOKTOP,N304022584082,23/06/2025,5025269227,971039,Dead,MD JAHANGIR ANSARI ,2025-04-01 00:00:00,2025-11-10 00:00:00,"0 years, 7 months",NA,NA,Fail,Not Working,R2 FAULTY,R2,OK,,SW,NileshK,AmitG
999,RC2527000784,,NAGPUR,PREM SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N3041124063731,NA,NAGR09082502982216,971039,NA ,RAJESH ,2025-06-01 00:00:00,2026-01-06 00:00:00,"0 years, 7 months",NA,NA,Pass,Found OK,NA,,NFF,,VS,NileshK,AmitG
1207,RC2527000784,,PATNA,CHANDA ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304012456017,2024-01-10 00:00:00,2533821,971039,Dead,ALTAF ,2025-01-01 00:00:00,2025-08-11 00:00:00,"0 years, 7 months",NA,NA,Fail,Not Working,EC1/R1/IC1 FAULTY,EC1/R1/IC1,OK,,AD,NileshK,AmitG
1258,RC2527000784,,NA  ,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,NA,2024-10-10 00:00:00,NA,971039,Dead,NA,2025-04-01 00:00:00,17-11-2025,"0 years, 7 months",NA,NA,Fail,Not Working,IC1 FAULTY,IC1,OK,,VS,NileshK,AmitG
1344,RC2527000784,,PATNA,NRS SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304112431033,2025-05-01 00:00:00,NA ,971039,NOT WORKING,NA ,2025-01-01 00:00:00,2025-08-11 00:00:00,"0 years, 7 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,AD,NileshK,AmitG
