Sr. No.,DC No.,DC Date,Branch,BCCD Name,Product Description,Product Sr. No.,Date of Purchase,Complaint No.,Part Code,Defect,Visiting Tech Name,Mfg Month/Year,Repair Date,"Defect Age (Years, Months, Days)",PCB Sr. No.,RF Observation,Testing,Failure,Analysis,Component Consumption,Status,Send Date,Engg. Name,Tag Entry By,Consumption Entry
652,RC2527000784,,LUCKNOW,SA ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E021122445640,45662,LUCW01082502923527-1,974290,Dead,RAVI,45536,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S9/S10/LED FAULTY,S9/S10/LED,OK,,VS,RevatiJ,AmitG
653,RC2527000784,,LUCKNOW,ARYAN SOLUTION,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2011023642,45448,12072562730914-1,974290,NOT WORKING,NA,45566,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S5/S9/S10/S13/LED FAULTY,S5/S9/S10/S13/LED,OK,,VS,RevatiJ,AmitG
654,RC2527000784,,INDORE,SHRI BALAJI ENTERPISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010624033634,29/11/2024,503027059-1,974290,Dead,PRADEEP SHARMA,45505,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
655,RC2527000784,,PATNA,PAWAN ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201082363275,22/06/2024,RAND21062502507328-1,974290,Dead,NILESH KUMAR SAHU,44958,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S9/S10/S12 FAULTY,S1/S2/S3/S4/S9/S10/S12,OK,,VS,RevatiJ,AmitG
656,RC2527000784,,NA,LIGHT HOUSE,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E20132420446,45299,2723570-1,974290,Dead,NA,45627,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
657,RC2527000784,,VARANASI,S.S.TELECOM,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201072438712,NA,2708756,974290,Dead,RAJU,45658,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
658,RC2527000784,,RANCHI,AJAY ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201022412760,17/02/2025,RANI040728026484981,974290,NOT WORKING,RYESH KUMAR,45323,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
659,RC2527000784,,INDORE,NADIRA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201052423439,NA,2502912333-3,974290,NA,PALLU KOLPAL,45261,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
660,RC2527000784,,JABALPUR,SHREE BALAJI ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201122448998,30/06/2025,15290725-1,974290,NA,NA,45627,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S9/S12/CN1 FAULTY,S1/S9/S12/CN1,OK,,VS,RevatiJ,AmitG
695,RC2527000784,,AMRELI,MARUTI SALES SERVICE,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,X999022347047,45300,AHMD27072502874828-1,974290,Dead,KANU DANJI PARMAR,45261,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 ,OK,,ND,RevatiJ,AmitG
696,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,NA,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 ,OK,,ND,RevatiJ,AmitG
697,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45444,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 ,OK,,ND,RevatiJ,AmitG
698,RC2527000784,,PATNA,JHILIK ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201102399376,45689,2634960,974290,Dead,NA,45474,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 ,OK,,ND,RevatiJ,AmitG
699,RC2527000784,,NA,SAGAR ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E20101234812,45780,3062502314887,974290,NA,NA,45474,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 ,OK,,ND,RevatiJ,AmitG
700,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,NA,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 ,OK,,ND,RevatiJ,AmitG
701,RC2527000784,,KOLKATA,G.S SERVICES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201062435941,21/09/2024,2825350-1,974290,NOT WORKING,RAJT,45505,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 ,OK,,ND,RevatiJ,AmitG
702,RC2527000784,,NAGAPUR,NITESH SERVICES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201012553072,16/04/2025,NAGR1608250303505,974290,Dead,MANGESH RAUT,45658,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 ,OK,,ND,RevatiJ,AmitG
703,RC2527000784,,KAHPUR,ANURG MURTI SERVISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201012334790,45605,GORR13062502913179,974290,NA,ANIGTHA SINAMI,45352,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 ,OK,,ND,RevatiJ,AmitG
704,RC2527000784,,SURAT,SKY BUCKET,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201062435502,NA,SURT28072502883976-1,974290,Dead,MANSURI EZAZ RAMAZAN,45444,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 ,OK,,ND,RevatiJ,AmitG
705,RC2527000784,,PATNA,PAWAN ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201022343419,18/01/2025,RANI10082502988465-1,974290,Dead,SANDIP KUMAR,NA,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 ,OK,,ND,RevatiJ,AmitG
706,RC2527000784,,RANCHI,N.K ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E20112237641,45606,RANI136625024201851,974290,Dead,NA,NA,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 ,OK,,ND,RevatiJ,AmitG
707,RC2527000784,,UDHANA,SKY BUCKET,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201062431463,NA,SURT02082502929518-1,974290,Dead,MANSURI EZAZ RAMAZAN,45444,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 ,OK,,ND,RevatiJ,AmitG
708,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45536,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 ,OK,,ND,RevatiJ,AmitG
709,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45536,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED ,OK,,SP,RevatiJ,AmitG
710,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,44866,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED ,OK,,SP,RevatiJ,AmitG
711,RC2527000784,,YAGNIK,ARPAN TECHNICAL SERVICE,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010924807,NA,AHMD01072502617536-1,974290,Dead,YASH SANJAY PETHANI,45474,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED ,OK,,SP,RevatiJ,AmitG
712,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45627,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED ,OK,,SP,RevatiJ,AmitG
713,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45444,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED ,OK,,SP,RevatiJ,AmitG
714,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45474,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED ,OK,,SP,RevatiJ,AmitG
715,RC2527000784,,KOLKATA,CARE CENTER,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201032421499,29/12/2024,KOL221072502824865-1,974290,Dead,LALLI,44866,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED ,OK,,SP,RevatiJ,AmitG
716,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45536,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED ,OK,,SP,RevatiJ,AmitG
717,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,44896,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED ,OK,,SP,RevatiJ,AmitG
718,RC2527000784,,KOLKATA,AHARR BRRL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,STAL SATAL,NA,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED ,OK,,SP,RevatiJ,AmitG
719,RC2527000784,,GOMTIPUR,SONI ENTERPRISE,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,X999072348172,45872,AHMD31072502915274-1,974290,Dead,ARUN B SONI,45505,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED ,OK,,SP,RevatiJ,AmitG
720,RC2527000784,,INDORE,SHREE BALAJI ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010324022529,45509,502905334,974290,Dead,PRADEEP SHARMA,45444,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED ,OK,,SP,RevatiJ,AmitG
721,RC2527000784,,INDORE,SHIR BALAJI ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010324019560,23/11/2024,503046676-1,974290,Dead,HARENDRA ,45323,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED ,OK,,SP,RevatiJ,AmitG
722,RC2527000784,,INDORE,SHIR BALAJI ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2011024017177,45664,502900575-1,974290,Dead,PRADEEP SHARMA,45200,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED ,OK,,SP,RevatiJ,AmitG
723,RC2527000784,,KOLKATA 2,BANI ENTEPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201062429625,NA,KOL208072502694687-1,974290,NOT WORKING,MAHESWAR MONDAL,45261,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED ,OK,,SP,RevatiJ,AmitG
724,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E20110231508,45420,KOLA0707250267383-1,974290,NOT WORKING,B.,45748,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED ,OK,,SP,RevatiJ,AmitG
725,RC2527000784,,INDORE,SHREE SAI CENTER,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,Dead,NA,NA,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED/LED/LED/LED/LED/LED ,OK,,SP,RevatiJ,AmitG
726,RC2527000784,,INDORE,MANVI ELECTRIC,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201082363012,22/08/2024,08082502980491-2,974290,Dead,NA,45261,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
727,RC2527000784,,NA,SHIVAM ELECTRICALS,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,X9990226848,NA,2813040-1,974290,Dead,NA,44774,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
728,RC2527000784,,JAMSHEDPUR,KARUNA SERVICE CENTER,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201072359825,45997,2854928-1,974290,Dead,DEEPAK,NA,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
729,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45170,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
730,RC2527000784,,NA,MAHAVEER ELECTRONICS,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E20105385149,28/07/2024,BHOL02072502627757-1,974290,Dead,ICX 19 TS INDUCATION,NA,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
731,RC2527000784,,KOLKATA,RELIABLE POWER SOLUTION,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,B201072438695,NA,KOLA16072502780742-1,974290,Dead,BULAI,45474,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
732,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,NA,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
733,RC2527000784,,KOTA,R.D. ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201102415717,19/12/2024,2968501-1,974290,NOT WORKING,MAHAKEER,NA,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
734,RC2527000784,,INDORE,SHIR BALAJI ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010623070140,16/08/2024,503031736-1,974290,Dead,KEJESH SHAKUA,45505,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
735,RC2527000784,,KOLKATA 2,AHAN ELECTRICALS,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201062423926,NA,KOL215072502768796-1,974290,Dead,NA,44805,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
736,RC2527000784,,INDORE,SHIR BALAJI ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010924005529,45778,503044979-3,974290,Dead,KAJESH SHUKLA,45170,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S10/S12/LED/LED FAULTY,S1/S2/S10/S12/LED/LED,OK,,SP,RevatiJ,AmitG
737,RC2527000784,,LUCKNOW,ARYAN SOLUTION,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201092447966,14/11/2024,1907250280958-1,974290,NOT WORKING,ABDUL,45536,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S9/S12/LED FAULTY,S9/S12/LED,OK,,SP,RevatiJ,AmitG
738,RC2527000784,,PATNA,PAWAN ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201052424758,45658,RAN111082502996337-2,974290,Dead,PAWAN KUMAR RANA,NA,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,CN1/S1/LED FAULTY,CN1/S1/LED,OK,,SP,RevatiJ,AmitG
739,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,26/07/2025,2879709-1,974290,Dead,JAYPRAKASH SINGH,NA,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
740,RC2527000784,,KOLKATA,SIGENT SOLUTION,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201062432509,NA,KOLA23072502840711-3,974290,NOT WORKING,SURAJIT DHAWA,45108,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
741,RC2527000784,,RAIPUR,S,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201092405019,29/10/2024,2893504-1,974290,Dead,MANISH,45444,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S13/S1/S3/LED FAULTY,S13/S1/S3/LED,OK,,SP,RevatiJ,AmitG
742,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201092388577,45481,KOLA27062502573489-1,974290,NOT WORKING,ROHAN ,45170,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,LED/S13/S9/C4 FAULTY,LED/S13/S9/C4,OK,,SP,RevatiJ,AmitG
743,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45139,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,LED/S1 FAULTY,LED/S1,OK,,SP,RevatiJ,AmitG
744,RC2527000784,,KOLKATA 2,BANI ENTEPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201082447059,15/11/2024,KOL202072502623939-1,974290,NOT WORKING,SUPRIYA MONDAL,45139,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S13/LED FAULTY,S1/S13/LED,OK,,SP,RevatiJ,AmitG
745,RC2527000784,,INDORE,SHIR BALAJI ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2011023096670,16/02/2025,502913092-1,974290,Dead,KAJESH SHAKLA,45474,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S9/S10/S12 FAULTY,S1/S9/S10/S12,OK,,SP,RevatiJ,AmitG
746,RC2527000784,,JABALPUR,ADARSH ELECTRIC,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,X999082370277,45300,JABR07082502970636-1,974290,Dead,ANSHUL,NA,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED,OK,,SP,RevatiJ,AmitG
747,RC2527000784,,KOLKATA 2,BANI ENTEPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201052424196,45358,KOL216062502454354-1,974290,NOT WORKING,SUPRIYA MONDAL,,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
